15:19 18 17 16 12 11 9 8 7 5 4 3 1 ,15:19 18 17 16 14 13 12 10 9 3 1 ,15:19 18 17 16 14 13 12 9 8 6 1 ,15:19 18 17 16 13 12 10 9 4 ,15:19 18 17 16 14 9 6 4 2 0 ,15:19 18 17 16 14 13 12 11 10 5 2 ,15:19 18 17 16 14 11 7 5 2 
16:19 18 17 15 14 11 10 9 2 0 ,16:19 18 17 15 14 12 11 10 8 7 5 ,16:19 18 17 15 14 12 11 8 7 1 ,16:19 18 17 15 14 11 9 7 6 0 ,16:19 18 17 15 14 13 12 5 0 ,16:19 18 17 15 14 13 9 8 ,16:19 18 17 15 14 13 12 11 2 
17:19 18 16 15 14 13 12 10 8 6 4 2 ,17:19 18 16 15 13 11 10 9 8 ,17:19 18 16 15 14 12 11 10 9 5 3 2 0 ,17:19 18 16 15 14 13 12 8 7 4 3 1 ,17:19 18 16 15 14 13 11 10 8 3 ,17:19 18 16 15 14 12 9 8 7 6 3 0 ,17:19 18 16 15 14 13 9 8 4 
18:19 17 16 15 14 13 10 3 0 ,18:19 17 16 15 14 13 7 2 ,18:19 17 16 15 13 11 10 ,18:19 17 16 15 14 13 12 11 10 4 2 ,18:19 17 16 15 13 12 11 10 9 6 4 3 ,18:19 17 16 15 14 9 0 ,18:19 17 16 15 14 13 12 10 9 8 3 0 
19:18 17 16 15 14 13 12 8 ,19:18 17 16 15 14 11 6 4 2 1 0 ,19:18 17 16 15 14 13 6 5 4 ,19:18 17 16 15 14 11 9 1 ,19:18 17 16 15 14 11 8 7 3 1 ,19:18 17 16 15 13 11 10 5 2 ,19:18 17 16 15 13 9 7 6 2 1 
dominated: 0 0 0 0 1 0 2 2 2 2 2 3 5 4 5 9 7 10 8 8 ,dominated: 0 0 0 2 0 2 2 2 2 4 1 4 2 4 5 7 8 7 7 11 ,dominated: 0 0 0 1 1 1 1 3 1 3 2 4 3 7 3 7 7 11 6 9 ,dominated: 0 0 0 0 0 2 2 3 1 0 1 3 7 4 7 5 7 10 10 8 ,dominated: 0 0 1 0 1 0 1 2 0 2 3 4 3 6 6 6 6 8 11 10 ,dominated: 0 0 0 0 3 1 0 3 2 3 2 3 6 5 5 7 5 10 6 9 ,dominated: 0 0 1 0 1 1 1 3 3 0 3 4 2 7 5 5 6 7 11 10 
counter  : 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,counter  : 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,counter  : 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,counter  : 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,counter  : 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,counter  : 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,counter  : 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
time:0,time:0,time:0,time:0,time:0,time:0,time:0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,

