9:18 16 13 ,9:14 10 7 4 ,9:23 21 8 ,9:17 15 10 8 0 ,9:20 17 8 ,9:19 18 8 2 ,9:13 10 8 
10:15 12 11 ,10:21 11 9 8 ,10:17 13 11 5 ,10:15 11 9 ,10:24 20 8 4 ,10:22 15 14 ,10:14 11 9 4 
11:14 12 10 7 2 ,11:17 12 10 ,11:19 12 10 8 ,11:19 14 12 10 8 ,11:19 13 12 ,11:19 14 12 ,11:24 15 13 10 0 
12:23 22 13 11 10 8 ,12:17 13 11 1 ,12:16 15 11 5 0 ,12:24 23 18 11 6 ,12:20 13 11 6 ,12:20 19 11 8 4 ,12:21 18 13 8 5 
13:24 22 14 12 9 ,13:23 22 20 12 7 6 ,13:21 20 14 10 ,13:21 19 14 ,13:18 14 12 11 5 ,13:23 15 14 ,13:23 15 14 12 11 9 
14:20 17 16 13 11 5 ,14:24 20 17 9 ,14:16 15 13 7 3 ,14:20 15 13 11 6 1 ,14:24 15 13 2 ,14:23 22 21 13 11 10 3 ,14:24 17 13 10 
15:22 20 16 10 1 ,15:20 18 16 0 ,15:19 16 14 12 ,15:18 16 14 10 9 ,15:19 16 14 3 0 ,15:23 20 16 13 10 7 3 ,15:24 22 13 11 
16:21 17 15 14 9 ,16:21 18 17 15 ,16:20 17 15 14 12 1 ,16:22 17 15 1 ,16:18 17 15 7 ,16:22 18 15 ,16:24 21 17 7 
17:20 18 16 14 ,17:23 18 16 14 12 11 2 ,17:22 19 16 10 ,17:22 19 16 9 6 4 2 ,17:23 21 18 16 9 7 ,17:21 19 18 0 ,17:24 18 16 14 6 
18:24 19 17 9 ,18:20 19 17 16 15 5 ,18:24 22 19 6 2 ,18:20 19 15 12 0 ,18:23 20 19 17 16 13 6 ,18:21 20 17 16 9 ,18:20 19 17 12 
19:23 20 18 ,19:24 20 18 2 ,19:21 20 18 17 15 11 ,19:21 18 17 13 11 ,19:23 21 20 18 15 11 ,19:24 20 17 12 11 9 ,19:24 23 18 8 7 
20:23 21 19 17 15 14 8 4 3 ,20:22 21 19 18 15 14 13 ,20:23 21 19 16 13 4 ,20:24 18 14 ,20:24 21 19 18 12 10 9 ,20:22 21 19 18 15 12 ,20:23 21 18 5 4 
21:22 20 16 7 ,21:23 22 20 16 10 6 ,21:24 22 20 19 13 9 7 ,21:23 22 19 13 ,21:24 22 20 19 17 ,21:23 20 18 17 14 1 ,21:23 22 20 16 12 
22:24 23 21 15 13 12 6 ,22:24 21 20 13 3 ,22:24 23 21 18 17 ,22:24 23 21 17 16 3 ,22:24 23 21 4 ,22:24 23 20 16 14 10 ,22:24 23 21 15 
23:24 22 20 19 12 5 3 0 ,23:24 21 17 13 8 ,23:24 22 20 9 ,23:24 22 21 12 7 ,23:24 22 19 18 17 ,23:24 22 21 15 14 13 6 ,23:24 22 21 20 19 13 
24:23 22 18 13 ,24:23 22 19 14 ,24:23 22 21 18 8 4 ,24:23 22 20 12 7 ,24:23 22 21 20 14 10 ,24:23 22 19 7 ,24:23 22 19 17 16 15 14 11 3 
dominated: 0 0 0 0 0 1 0 2 0 0 0 3 3 2 3 2 3 2 2 1 7 3 5 7 4 ,dominated: 0 0 0 0 1 1 0 1 2 2 2 1 2 3 1 1 1 5 4 2 5 4 4 4 4 ,dominated: 0 0 1 0 0 1 1 1 0 1 1 2 3 1 3 2 4 2 2 4 4 5 3 3 6 ,dominated: 0 0 0 1 0 2 1 0 1 2 1 2 2 0 4 3 2 5 3 4 2 2 4 4 5 ,dominated: 0 0 1 0 1 0 1 0 2 1 2 0 2 3 2 3 2 3 4 3 5 3 2 4 6 ,dominated: 0 0 0 0 0 2 0 2 1 2 0 0 3 0 4 4 1 1 3 4 4 5 4 6 4 ,dominated: 0 0 1 0 0 0 1 2 1 1 2 2 2 3 2 2 1 3 2 3 3 3 2 5 9 
counter  : 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,counter  : 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,counter  : 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,counter  : 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,counter  : 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,counter  : 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,counter  : 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
time:0,time:0,time:0,time:0,time:0,time:0,time:0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,

